url,subdir1,subdir2,current_datetime,total_images1,total_images2,changed_images,percentage_change,category,interval
health.findanyanswer.net,5 min 2\health.findanyanswer.net\health.findanyanswer.net_5_2_3,5 min 2\health.findanyanswer.net\health.findanyanswer.net_5_2_4,2024-04-29 01:10:02,16,16,0,0.0,Health,5 minutes
health.findanyanswer.net,5 min 2\health.findanyanswer.net\health.findanyanswer.net_5_2_4,5 min 2\health.findanyanswer.net\health.findanyanswer.net_5_2_5,2024-04-29 01:14:28,16,16,0,0.0,Health,5 minutes
pubmed.ncbi.nlm.nih.gov,5 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_5_2_1,5 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_5_2_2,2024-04-28 19:29:48,0,0,0,0.0,Government,5 minutes
pubmed.ncbi.nlm.nih.gov,5 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_5_2_2,5 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_5_2_3,2024-04-28 19:35:08,0,0,0,0.0,Government,5 minutes
pubmed.ncbi.nlm.nih.gov,5 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_5_2_3,5 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_5_2_4,2024-04-28 19:40:29,0,0,0,0.0,Government,5 minutes
stackoverflow.com,5 min 2\stackoverflow.com\stackoverflow.com_5_2_1,5 min 2\stackoverflow.com\stackoverflow.com_5_2_2,2024-04-28 19:41:05,12,12,0,0.0,Education,5 minutes
stackoverflow.com,5 min 2\stackoverflow.com\stackoverflow.com_5_2_2,5 min 2\stackoverflow.com\stackoverflow.com_5_2_3,,12,0,0,0.0,Education,5 minutes
weather.com,5 min 2\weather.com\weather.com_5_2_1,5 min 2\weather.com\weather.com_5_2_2,2024-04-28 19:16:30,1,0,0,0.0,Weather,5 minutes
weathernews.jp,5 min 2\weathernews.jp\weathernews.jp_5_2_1,5 min 2\weathernews.jp\weathernews.jp_5_2_2,2024-04-28 19:32:30,45,46,6,13.333333333333334,Weather,5 minutes
weathernews.jp,5 min 2\weathernews.jp\weathernews.jp_5_2_2,5 min 2\weathernews.jp\weathernews.jp_5_2_3,2024-04-28 19:39:30,46,46,6,13.043478260869565,Weather,5 minutes
www.amazon.com.tr,5 min 2\www.amazon.com.tr\www.amazon.com.tr_5_2_1,5 min 2\www.amazon.com.tr\www.amazon.com.tr_5_2_2,2024-04-28 20:01:42,204,196,2,0.9803921568627452,Online Retail,5 minutes
www.bbc.co.uk,5 min 2\www.bbc.co.uk\www.bbc.co.uk_5_2_1,5 min 2\www.bbc.co.uk\www.bbc.co.uk_5_2_2,2024-04-28 20:00:17,57,59,0,0.0,News,5 minutes
www.bloomberg.com,5 min 2\www.bloomberg.com\www.bloomberg.com_5_2_1,5 min 2\www.bloomberg.com\www.bloomberg.com_5_2_2,2024-04-28 19:04:42,0,0,0,0.0,Economy/Finance,5 minutes
www.bloomberg.com,5 min 2\www.bloomberg.com\www.bloomberg.com_5_2_2,5 min 2\www.bloomberg.com\www.bloomberg.com_5_2_3,2024-04-28 19:14:19,0,0,0,0.0,Economy/Finance,5 minutes
www.cnn.com,5 min 2\www.cnn.com\www.cnn.com_5_2_1,5 min 2\www.cnn.com\www.cnn.com_5_2_2,2024-04-29 01:03:30,42,42,0,0.0,News,5 minutes
www.cnn.com,5 min 2\www.cnn.com\www.cnn.com_5_2_2,5 min 2\www.cnn.com\www.cnn.com_5_2_3,2024-04-29 01:11:49,42,42,0,0.0,News,5 minutes
www.cricbuzz.com,5 min 2\www.cricbuzz.com\www.cricbuzz.com_5_2_1,5 min 2\www.cricbuzz.com\www.cricbuzz.com_5_2_2,2024-04-29 01:03:13,49,49,0,0.0,Sports,5 minutes
www.cricbuzz.com,5 min 2\www.cricbuzz.com\www.cricbuzz.com_5_2_2,5 min 2\www.cricbuzz.com\www.cricbuzz.com_5_2_3,2024-04-29 01:08:22,49,49,0,0.0,Sports,5 minutes
www.cricbuzz.com,5 min 2\www.cricbuzz.com\www.cricbuzz.com_5_2_3,5 min 2\www.cricbuzz.com\www.cricbuzz.com_5_2_4,2024-04-29 01:13:27,49,49,0,0.0,Sports,5 minutes
www.diretta.it,5 min 2\www.diretta.it\www.diretta.it_5_2_1,5 min 2\www.diretta.it\www.diretta.it_5_2_2,2024-04-29 01:04:41,280,254,0,0.0,Sports,5 minutes
www.diretta.it,5 min 2\www.diretta.it\www.diretta.it_5_2_2,5 min 2\www.diretta.it\www.diretta.it_5_2_3,2024-04-29 01:10:04,254,254,0,0.0,Sports,5 minutes
www.diretta.it,5 min 2\www.diretta.it\www.diretta.it_5_2_3,5 min 2\www.diretta.it\www.diretta.it_5_2_4,2024-04-29 01:15:39,254,252,0,0.0,Sports,5 minutes
www.doubtnut.com,5 min 2\www.doubtnut.com\www.doubtnut.com_5_2_1,5 min 2\www.doubtnut.com\www.doubtnut.com_5_2_2,2024-04-28 19:31:21,12,12,0,0.0,Education,5 minutes
www.doubtnut.com,5 min 2\www.doubtnut.com\www.doubtnut.com_5_2_2,5 min 2\www.doubtnut.com\www.doubtnut.com_5_2_3,2024-04-28 19:38:29,12,12,0,0.0,Education,5 minutes
www.dzexams.com,5 min 2\www.dzexams.com\www.dzexams.com_5_2_1,5 min 2\www.dzexams.com\www.dzexams.com_5_2_2,2024-04-28 19:09:17,3,0,0,0.0,Education,5 minutes
www.ebay.com,5 min 2\www.ebay.com\www.ebay.com_5_2_1,5 min 2\www.ebay.com\www.ebay.com_5_2_2,2024-04-28 19:32:22,12,13,0,0.0,Online Retail,5 minutes
www.ebay.com,5 min 2\www.ebay.com\www.ebay.com_5_2_2,5 min 2\www.ebay.com\www.ebay.com_5_2_3,2024-04-28 19:39:53,13,13,1,7.6923076923076925,Online Retail,5 minutes
www.goojara.to,5 min 2\www.goojara.to\www.goojara.to_5_2_1,5 min 2\www.goojara.to\www.goojara.to_5_2_2,2024-04-28 19:40:11,7,7,0,0.0,Entertainment,5 minutes
www.goojara.to,5 min 2\www.goojara.to\www.goojara.to_5_2_2,5 min 2\www.goojara.to\www.goojara.to_5_2_3,2024-04-28 20:03:58,7,7,0,0.0,Entertainment,5 minutes
www.gov.br,5 min 2\www.gov.br\www.gov.br_5_2_1,5 min 2\www.gov.br\www.gov.br_5_2_2,2024-04-28 19:37:26,13,13,0,0.0,Government,5 minutes
www.gov.uk,5 min 2\www.gov.uk\www.gov.uk_5_2_1,5 min 2\www.gov.uk\www.gov.uk_5_2_2,2024-04-28 19:39:45,3,3,0,0.0,Government,5 minutes
www.gov.uk,5 min 2\www.gov.uk\www.gov.uk_5_2_2,5 min 2\www.gov.uk\www.gov.uk_5_2_3,2024-04-28 19:46:13,3,3,0,0.0,Government,5 minutes
www.gov.uk,5 min 2\www.gov.uk\www.gov.uk_5_2_3,5 min 2\www.gov.uk\www.gov.uk_5_2_4,,3,0,0,0.0,Government,5 minutes
www.healthline.com,5 min 2\www.healthline.com\www.healthline.com_5_2_1,5 min 2\www.healthline.com\www.healthline.com_5_2_2,2024-04-28 19:43:02,39,40,1,2.564102564102564,Health,5 minutes
www.lemonde.fr,5 min 2\www.lemonde.fr\www.lemonde.fr_5_2_1,5 min 2\www.lemonde.fr\www.lemonde.fr_5_2_2,2024-04-28 19:44:26,26,26,1,3.8461538461538463,News,5 minutes
www.livescore.com,5 min 2\www.livescore.com\www.livescore.com_5_2_1,5 min 2\www.livescore.com\www.livescore.com_5_2_2,2024-04-28 19:43:58,16,16,0,0.0,Sports,5 minutes
www.livescore.com,5 min 2\www.livescore.com\www.livescore.com_5_2_2,5 min 2\www.livescore.com\www.livescore.com_5_2_3,2024-04-28 20:03:15,16,14,0,0.0,Sports,5 minutes
www.netflix.com,5 min 2\www.netflix.com\www.netflix.com_5_2_1,5 min 2\www.netflix.com\www.netflix.com_5_2_2,2024-04-28 19:11:36,6,0,0,0.0,Entertainment,5 minutes
www.nikkansports.com,5 min 2\www.nikkansports.com\www.nikkansports.com_5_2_1,5 min 2\www.nikkansports.com\www.nikkansports.com_5_2_2,2024-04-28 19:22:55,6,0,0,0.0,Sports,5 minutes
www.paypal.com,5 min 2\www.paypal.com\www.paypal.com_5_2_1,5 min 2\www.paypal.com\www.paypal.com_5_2_2,2024-04-28 19:31:13,7,6,6,85.71428571428571,Economy/Finance,5 minutes
www.paypal.com,5 min 2\www.paypal.com\www.paypal.com_5_2_2,5 min 2\www.paypal.com\www.paypal.com_5_2_3,2024-04-28 19:38:42,6,7,6,100.0,Economy/Finance,5 minutes
www.primevideo.com,5 min 2\www.primevideo.com\www.primevideo.com_5_2_1,5 min 2\www.primevideo.com\www.primevideo.com_5_2_2,2024-04-28 19:30:56,5,5,0,0.0,Entertainment,5 minutes
www.primevideo.com,5 min 2\www.primevideo.com\www.primevideo.com_5_2_2,5 min 2\www.primevideo.com\www.primevideo.com_5_2_3,2024-04-28 19:36:29,5,5,0,0.0,Entertainment,5 minutes
www.primevideo.com,5 min 2\www.primevideo.com\www.primevideo.com_5_2_3,5 min 2\www.primevideo.com\www.primevideo.com_5_2_4,2024-04-28 19:42:10,5,5,0,0.0,Entertainment,5 minutes
www.starhealth.in,5 min 2\www.starhealth.in\www.starhealth.in_5_2_1,5 min 2\www.starhealth.in\www.starhealth.in_5_2_2,2024-04-29 01:03:26,0,0,0,0.0,Health,5 minutes
www.starhealth.in,5 min 2\www.starhealth.in\www.starhealth.in_5_2_2,5 min 2\www.starhealth.in\www.starhealth.in_5_2_3,2024-04-29 01:08:07,0,0,0,0.0,Health,5 minutes
www.starhealth.in,5 min 2\www.starhealth.in\www.starhealth.in_5_2_3,5 min 2\www.starhealth.in\www.starhealth.in_5_2_4,2024-04-29 01:12:51,0,0,0,0.0,Health,5 minutes
www.tjk.org,5 min 2\www.tjk.org\www.tjk.org_5_2_1,5 min 2\www.tjk.org\www.tjk.org_5_2_2,2024-04-28 19:43:38,30,11,0,0.0,Weather,5 minutes
www.turkiye.gov.tr,5 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_5_2_1,5 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_5_2_2,2024-04-29 01:03:12,30,30,0,0.0,Government,5 minutes
www.turkiye.gov.tr,5 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_5_2_2,5 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_5_2_3,2024-04-29 01:08:00,30,30,0,0.0,Government,5 minutes
www.turkiye.gov.tr,5 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_5_2_3,5 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_5_2_4,2024-04-29 01:12:55,30,30,0,0.0,Government,5 minutes
www.typing.com,5 min 2\www.typing.com\www.typing.com_5_2_1,5 min 2\www.typing.com\www.typing.com_5_2_2,2024-04-29 01:02:50,20,20,0,0.0,Education,5 minutes
www.typing.com,5 min 2\www.typing.com\www.typing.com_5_2_2,5 min 2\www.typing.com\www.typing.com_5_2_3,2024-04-29 01:07:35,20,20,0,0.0,Education,5 minutes
www.typing.com,5 min 2\www.typing.com\www.typing.com_5_2_3,5 min 2\www.typing.com\www.typing.com_5_2_4,2024-04-29 01:12:14,20,20,0,0.0,Education,5 minutes
www.verywellhealth.com,5 min 2\www.verywellhealth.com\www.verywellhealth.com_5_2_1,5 min 2\www.verywellhealth.com\www.verywellhealth.com_5_2_2,2024-04-28 19:16:20,18,8,0,0.0,Health,5 minutes
aniwatchtv.to,10 min 1\aniwatchtv.to\aniwatchtv.to_10_1_1,10 min 1\aniwatchtv.to\aniwatchtv.to_10_1_2,2024-04-27 23:35:06,7,0,0,0.0,Entertainment,10 minutes
aniwatchtv.to,10 min 1\aniwatchtv.to\aniwatchtv.to_10_1_2,10 min 1\aniwatchtv.to\aniwatchtv.to_10_1_3,2024-04-28 00:01:45,0,0,0,0.0,Entertainment,10 minutes
es.aliexpress.com,10 min 1\es.aliexpress.com\es.aliexpress.com_10_1_1,10 min 1\es.aliexpress.com\es.aliexpress.com_10_1_2,2024-04-27 23:28:03,75,77,1,1.3333333333333337,Online Retail,10 minutes
es.aliexpress.com,10 min 1\es.aliexpress.com\es.aliexpress.com_10_1_2,10 min 1\es.aliexpress.com\es.aliexpress.com_10_1_3,2024-04-27 23:41:56,77,73,2,2.5974025974025974,Online Retail,10 minutes
finance.yahoo.com,10 min 1\finance.yahoo.com\finance.yahoo.com_10_1_1,10 min 1\finance.yahoo.com\finance.yahoo.com_10_1_2,2024-04-27 23:50:14,39,39,0,0.0,Economy/Finance,10 minutes
finance.yahoo.com,10 min 1\finance.yahoo.com\finance.yahoo.com_10_1_2,10 min 1\finance.yahoo.com\finance.yahoo.com_10_1_3,2024-04-28 00:04:04,39,38,0,0.0,Economy/Finance,10 minutes
health.findanyanswer.net,10 min 1\health.findanyanswer.net\health.findanyanswer.net_10_1_1,10 min 1\health.findanyanswer.net\health.findanyanswer.net_10_1_2,2024-04-27 23:44:04,0,0,0,0.0,Health,10 minutes
pubmed.ncbi.nlm.nih.gov,10 min 1\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_1_1,10 min 1\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_1_2,2024-04-27 23:23:50,0,0,0,0.0,Government,10 minutes
pubmed.ncbi.nlm.nih.gov,10 min 1\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_1_2,10 min 1\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_1_3,2024-04-27 23:34:09,0,0,0,0.0,Government,10 minutes
pubmed.ncbi.nlm.nih.gov,10 min 1\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_1_3,10 min 1\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_1_4,2024-04-27 23:44:29,0,0,0,0.0,Government,10 minutes
stackoverflow.com,10 min 1\stackoverflow.com\stackoverflow.com_10_1_1,10 min 1\stackoverflow.com\stackoverflow.com_10_1_2,2024-04-27 23:46:22,12,12,0,0.0,Education,10 minutes
stackoverflow.com,10 min 1\stackoverflow.com\stackoverflow.com_10_1_2,10 min 1\stackoverflow.com\stackoverflow.com_10_1_3,2024-04-27 23:56:59,12,12,0,0.0,Education,10 minutes
stackoverflow.com,10 min 1\stackoverflow.com\stackoverflow.com_10_1_3,10 min 1\stackoverflow.com\stackoverflow.com_10_1_4,,12,0,0,0.0,Education,10 minutes
weather.com,10 min 1\weather.com\weather.com_10_1_1,10 min 1\weather.com\weather.com_10_1_2,2024-04-27 23:42:11,1,1,0,0.0,Weather,10 minutes
weather.com,10 min 1\weather.com\weather.com_10_1_2,10 min 1\weather.com\weather.com_10_1_3,,1,0,0,0.0,Weather,10 minutes
weathernews.jp,10 min 1\weathernews.jp\weathernews.jp_10_1_1,10 min 1\weathernews.jp\weathernews.jp_10_1_2,2024-04-27 23:25:49,46,46,1,2.1739130434782608,Weather,10 minutes
weathernews.jp,10 min 1\weathernews.jp\weathernews.jp_10_1_2,10 min 1\weathernews.jp\weathernews.jp_10_1_3,2024-04-27 23:37:49,46,46,1,2.1739130434782608,Weather,10 minutes
weathernews.jp,10 min 1\weathernews.jp\weathernews.jp_10_1_3,10 min 1\weathernews.jp\weathernews.jp_10_1_4,2024-04-27 23:49:26,46,46,0,0.0,Weather,10 minutes
www.amazon.com.tr,10 min 1\www.amazon.com.tr\www.amazon.com.tr_10_1_1,10 min 1\www.amazon.com.tr\www.amazon.com.tr_10_1_2,2024-04-27 23:49:06,206,206,1,0.4854368932038834,Online Retail,10 minutes
www.amazon.com.tr,10 min 1\www.amazon.com.tr\www.amazon.com.tr_10_1_2,10 min 1\www.amazon.com.tr\www.amazon.com.tr_10_1_3,2024-04-28 00:02:58,206,10,0,0.0,Online Retail,10 minutes
www.amazon.com.tr,10 min 1\www.amazon.com.tr\www.amazon.com.tr_10_1_3,10 min 1\www.amazon.com.tr\www.amazon.com.tr_10_1_4,2024-04-28 00:19:32,10,197,0,0.0,Online Retail,10 minutes
www.bbc.co.uk,10 min 1\www.bbc.co.uk\www.bbc.co.uk_10_1_1,10 min 1\www.bbc.co.uk\www.bbc.co.uk_10_1_2,2024-04-27 23:48:54,60,60,0,0.0,News,10 minutes
www.bbc.co.uk,10 min 1\www.bbc.co.uk\www.bbc.co.uk_10_1_2,10 min 1\www.bbc.co.uk\www.bbc.co.uk_10_1_3,2024-04-28 00:01:16,60,60,0,0.0,News,10 minutes
www.bloomberg.com,10 min 1\www.bloomberg.com\www.bloomberg.com_10_1_1,10 min 1\www.bloomberg.com\www.bloomberg.com_10_1_2,2024-04-27 23:34:21,0,0,0,0.0,Economy/Finance,10 minutes
www.bloomberg.com,10 min 1\www.bloomberg.com\www.bloomberg.com_10_1_2,10 min 1\www.bloomberg.com\www.bloomberg.com_10_1_3,2024-04-27 23:47:09,0,0,0,0.0,Economy/Finance,10 minutes
www.bloomberg.com,10 min 1\www.bloomberg.com\www.bloomberg.com_10_1_3,10 min 1\www.bloomberg.com\www.bloomberg.com_10_1_4,,0,0,0,0.0,Economy/Finance,10 minutes
www.cnn.com,10 min 1\www.cnn.com\www.cnn.com_10_1_1,10 min 1\www.cnn.com\www.cnn.com_10_1_2,2024-04-28 10:27:55,42,42,0,0.0,News,10 minutes
www.cnn.com,10 min 1\www.cnn.com\www.cnn.com_10_1_2,10 min 1\www.cnn.com\www.cnn.com_10_1_3,2024-04-28 10:47:27,42,40,32,76.19047619047619,News,10 minutes
www.cricbuzz.com,10 min 1\www.cricbuzz.com\www.cricbuzz.com_10_1_1,10 min 1\www.cricbuzz.com\www.cricbuzz.com_10_1_2,2024-04-27 23:25:44,52,48,0,0.0,Sports,10 minutes
www.cricbuzz.com,10 min 1\www.cricbuzz.com\www.cricbuzz.com_10_1_2,10 min 1\www.cricbuzz.com\www.cricbuzz.com_10_1_3,2024-04-27 23:37:25,48,52,0,0.0,Sports,10 minutes
www.cricbuzz.com,10 min 1\www.cricbuzz.com\www.cricbuzz.com_10_1_3,10 min 1\www.cricbuzz.com\www.cricbuzz.com_10_1_4,2024-04-27 23:48:51,52,42,0,0.0,Sports,10 minutes
www.diretta.it,10 min 1\www.diretta.it\www.diretta.it_10_1_1,10 min 1\www.diretta.it\www.diretta.it_10_1_2,2024-04-29 01:11:07,280,254,0,0.0,Sports,10 minutes
www.diretta.it,10 min 1\www.diretta.it\www.diretta.it_10_1_2,10 min 1\www.diretta.it\www.diretta.it_10_1_3,2024-04-29 01:22:44,254,252,0,0.0,Sports,10 minutes
www.diretta.it,10 min 1\www.diretta.it\www.diretta.it_10_1_3,10 min 1\www.diretta.it\www.diretta.it_10_1_4,2024-04-29 01:34:04,252,248,0,0.0,Sports,10 minutes
www.doubtnut.com,10 min 1\www.doubtnut.com\www.doubtnut.com_10_1_1,10 min 1\www.doubtnut.com\www.doubtnut.com_10_1_2,2024-04-27 23:24:47,12,12,0,0.0,Education,10 minutes
www.doubtnut.com,10 min 1\www.doubtnut.com\www.doubtnut.com_10_1_2,10 min 1\www.doubtnut.com\www.doubtnut.com_10_1_3,2024-04-27 23:35:32,12,12,0,0.0,Education,10 minutes
www.doubtnut.com,10 min 1\www.doubtnut.com\www.doubtnut.com_10_1_3,10 min 1\www.doubtnut.com\www.doubtnut.com_10_1_4,2024-04-27 23:46:19,12,12,0,0.0,Education,10 minutes
www.dzexams.com,10 min 1\www.dzexams.com\www.dzexams.com_10_1_1,10 min 1\www.dzexams.com\www.dzexams.com_10_1_2,2024-04-27 23:35:36,6,0,0,0.0,Education,10 minutes
www.dzexams.com,10 min 1\www.dzexams.com\www.dzexams.com_10_1_2,10 min 1\www.dzexams.com\www.dzexams.com_10_1_3,2024-04-27 23:57:27,0,0,0,0.0,Education,10 minutes
www.ebay.com,10 min 1\www.ebay.com\www.ebay.com_10_1_1,10 min 1\www.ebay.com\www.ebay.com_10_1_2,2024-04-27 23:24:43,13,12,0,0.0,Online Retail,10 minutes
www.ebay.com,10 min 1\www.ebay.com\www.ebay.com_10_1_2,10 min 1\www.ebay.com\www.ebay.com_10_1_3,2024-04-27 23:35:54,12,13,0,0.0,Online Retail,10 minutes
www.ebay.com,10 min 1\www.ebay.com\www.ebay.com_10_1_3,10 min 1\www.ebay.com\www.ebay.com_10_1_4,2024-04-27 23:46:42,13,13,0,0.0,Online Retail,10 minutes
www.goojara.to,10 min 1\www.goojara.to\www.goojara.to_10_1_1,10 min 1\www.goojara.to\www.goojara.to_10_1_2,2024-04-27 23:45:25,7,7,0,0.0,Entertainment,10 minutes
www.goojara.to,10 min 1\www.goojara.to\www.goojara.to_10_1_2,10 min 1\www.goojara.to\www.goojara.to_10_1_3,2024-04-27 23:55:46,7,7,0,0.0,Entertainment,10 minutes
www.goojara.to,10 min 1\www.goojara.to\www.goojara.to_10_1_3,10 min 1\www.goojara.to\www.goojara.to_10_1_4,2024-04-28 00:09:12,7,1,0,0.0,Entertainment,10 minutes
www.gov.br,10 min 1\www.gov.br\www.gov.br_10_1_1,10 min 1\www.gov.br\www.gov.br_10_1_2,2024-04-27 23:26:16,13,13,0,0.0,Government,10 minutes
www.gov.br,10 min 1\www.gov.br\www.gov.br_10_1_2,10 min 1\www.gov.br\www.gov.br_10_1_3,2024-04-27 23:38:27,13,13,0,0.0,Government,10 minutes
www.gov.br,10 min 1\www.gov.br\www.gov.br_10_1_3,10 min 1\www.gov.br\www.gov.br_10_1_4,2024-04-27 23:50:34,13,13,0,0.0,Government,10 minutes
www.gov.uk,10 min 1\www.gov.uk\www.gov.uk_10_1_1,10 min 1\www.gov.uk\www.gov.uk_10_1_2,2024-04-27 23:45:34,3,3,0,0.0,Government,10 minutes
www.gov.uk,10 min 1\www.gov.uk\www.gov.uk_10_1_2,10 min 1\www.gov.uk\www.gov.uk_10_1_3,2024-04-27 23:55:50,3,3,0,0.0,Government,10 minutes
www.gov.uk,10 min 1\www.gov.uk\www.gov.uk_10_1_3,10 min 1\www.gov.uk\www.gov.uk_10_1_4,2024-04-28 00:10:56,3,3,0,0.0,Government,10 minutes
www.healthline.com,10 min 1\www.healthline.com\www.healthline.com_10_1_1,10 min 1\www.healthline.com\www.healthline.com_10_1_2,2024-04-27 23:46:39,38,38,0,0.0,Health,10 minutes
www.healthline.com,10 min 1\www.healthline.com\www.healthline.com_10_1_2,10 min 1\www.healthline.com\www.healthline.com_10_1_3,2024-04-27 23:57:42,38,38,0,0.0,Health,10 minutes
www.healthline.com,10 min 1\www.healthline.com\www.healthline.com_10_1_3,10 min 1\www.healthline.com\www.healthline.com_10_1_4,2024-04-28 00:18:25,38,39,0,0.0,Health,10 minutes
www.lemonde.fr,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_1,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_2,2024-04-27 23:46:19,25,23,0,0.0,News,10 minutes
www.lemonde.fr,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_2,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_3,2024-04-27 23:57:22,23,25,0,0.0,News,10 minutes
www.lemonde.fr,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_3,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_4,,25,0,0,0.0,News,10 minutes
www.livescore.com,10 min 1\www.livescore.com\www.livescore.com_10_1_1,10 min 1\www.livescore.com\www.livescore.com_10_1_2,2024-04-27 23:49:59,43,11,0,0.0,Sports,10 minutes
www.livescore.com,10 min 1\www.livescore.com\www.livescore.com_10_1_2,10 min 1\www.livescore.com\www.livescore.com_10_1_3,2024-04-28 00:02:22,11,16,0,0.0,Sports,10 minutes
www.livescore.com,10 min 1\www.livescore.com\www.livescore.com_10_1_3,10 min 1\www.livescore.com\www.livescore.com_10_1_4,,16,0,0,0.0,Sports,10 minutes
www.netflix.com,10 min 1\www.netflix.com\www.netflix.com_10_1_1,10 min 1\www.netflix.com\www.netflix.com_10_1_2,2024-04-27 23:41:53,6,6,0,0.0,Entertainment,10 minutes
www.netflix.com,10 min 1\www.netflix.com\www.netflix.com_10_1_2,10 min 1\www.netflix.com\www.netflix.com_10_1_3,,6,0,0,0.0,Entertainment,10 minutes
www.nikkansports.com,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_1,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_2,2024-04-28 10:26:38,10,10,0,0.0,Sports,10 minutes
www.nikkansports.com,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_2,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_3,2024-04-28 10:38:29,10,10,0,0.0,Sports,10 minutes
www.nikkansports.com,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_3,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_4,2024-04-28 10:55:01,10,10,0,0.0,Sports,10 minutes
www.paypal.com,10 min 1\www.paypal.com\www.paypal.com_10_1_1,10 min 1\www.paypal.com\www.paypal.com_10_1_2,2024-04-27 23:23:49,6,2,0,0.0,Economy/Finance,10 minutes
www.paypal.com,10 min 1\www.paypal.com\www.paypal.com_10_1_2,10 min 1\www.paypal.com\www.paypal.com_10_1_3,2024-04-27 23:34:19,2,6,0,0.0,Economy/Finance,10 minutes
www.paypal.com,10 min 1\www.paypal.com\www.paypal.com_10_1_3,10 min 1\www.paypal.com\www.paypal.com_10_1_4,2024-04-27 23:44:52,6,7,6,100.0,Economy/Finance,10 minutes
www.primevideo.com,10 min 1\www.primevideo.com\www.primevideo.com_10_1_1,10 min 1\www.primevideo.com\www.primevideo.com_10_1_2,2024-04-27 23:23:53,5,5,0,0.0,Entertainment,10 minutes
www.primevideo.com,10 min 1\www.primevideo.com\www.primevideo.com_10_1_2,10 min 1\www.primevideo.com\www.primevideo.com_10_1_3,2024-04-27 23:34:10,5,5,0,0.0,Entertainment,10 minutes
www.primevideo.com,10 min 1\www.primevideo.com\www.primevideo.com_10_1_3,10 min 1\www.primevideo.com\www.primevideo.com_10_1_4,2024-04-27 23:44:34,5,5,0,0.0,Entertainment,10 minutes
www.starhealth.in,10 min 1\www.starhealth.in\www.starhealth.in_10_1_1,10 min 1\www.starhealth.in\www.starhealth.in_10_1_2,2024-04-29 01:10:03,0,0,0,0.0,Health,10 minutes
www.starhealth.in,10 min 1\www.starhealth.in\www.starhealth.in_10_1_2,10 min 1\www.starhealth.in\www.starhealth.in_10_1_3,2024-04-29 01:20:34,0,0,0,0.0,Health,10 minutes
www.starhealth.in,10 min 1\www.starhealth.in\www.starhealth.in_10_1_3,10 min 1\www.starhealth.in\www.starhealth.in_10_1_4,2024-04-29 01:31:05,0,0,0,0.0,Health,10 minutes
www.tjk.org,10 min 1\www.tjk.org\www.tjk.org_10_1_1,10 min 1\www.tjk.org\www.tjk.org_10_1_2,2024-04-27 23:47:23,30,29,0,0.0,Weather,10 minutes
www.tjk.org,10 min 1\www.tjk.org\www.tjk.org_10_1_2,10 min 1\www.tjk.org\www.tjk.org_10_1_3,2024-04-27 23:59:04,29,30,0,0.0,Weather,10 minutes
www.tjk.org,10 min 1\www.tjk.org\www.tjk.org_10_1_3,10 min 1\www.tjk.org\www.tjk.org_10_1_4,,30,0,0,0.0,Weather,10 minutes
www.turkiye.gov.tr,10 min 1\www.turkiye.gov.tr\www.turkiye.gov.tr_10_1_1,10 min 1\www.turkiye.gov.tr\www.turkiye.gov.tr_10_1_2,2024-04-27 23:44:46,3,0,0,0.0,Government,10 minutes
www.typing.com,10 min 1\www.typing.com\www.typing.com_10_1_1,10 min 1\www.typing.com\www.typing.com_10_1_2,2024-04-27 23:46:47,20,20,0,0.0,Education,10 minutes
